,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
533,ak,10826746,1382038669000,57.2218,-155.3793,2.6,70,26,"91km WSW of Larsen Bay, Alaska"
534,ak,10825896,1382038433000,61.0958,-140.0214,1,9.4,10,"141km WNW of Haines Junction, Canada"
535,ak,10825881,1382037828000,60.3062,-150.8705,3,62,88,"22km SSE of Soldotna, Alaska"
536,ak,10825878,1382037584000,62.033,-150.7131,1.4,4.5,16,"45km SW of Talkeetna, Alaska"
537,ak,10825849,1382037015000,60.0005,-139.5716,1.5,0,10,"51km N of Yakutat, Alaska"
538,ak,10825806,1382035655000,61.5109,-140.5936,1,7.1,11,"186km WNW of Haines Junction, Canada"
539,ak,10826739,1382035475000,61.5771,-150.5377,1.4,48.4,18,"31km WNW of Big Lake, Alaska"
540,ak,10825802,1382034896000,61.5146,-140.6252,1.2,7,13,"188km WNW of Haines Junction, Canada"
541,ak,10825799,1382034805000,61.5143,-140.6548,1.6,1.1,19,"188km NNE of Cape Yakataga, Alaska"
542,ci,11379834,1382034320100,33.1942,-116.149,1.6,9.2,38,"21km WSW of Salton City, California"
543,nc,72089616,1382034312300,36.3745,-120.8478,1.5,24.8,,"30km NE of King City, California"
544,ak,10825792,1382033714000,61.2556,-150.8422,1.4,63.4,22,"50km W of Anchorage, Alaska"
545,ci,11379826,1382031499200,36.0805,-117.8767,1.5,2.5,26,"48km N of Inyokern, California"
546,ak,10826735,1382029653000,66.0043,-151.0007,1.5,6,8,"95km SE of New Allakaket, Alaska"
547,nn,00426643,1382028965145,37.3288,-117.4946,1.29,8,25,"47km SSW of Goldfield, Nevada"
548,us,b000kfnh,1382028863410,40.7651,143.6513,4.6,40.41,,"184km E of Hachinohe, Japan"
549,ak,10826734,1382028512000,53.4311,-165.8644,1.4,20.1,10,"66km SE of Unalaska, Alaska"
550,uu,60041552,1382028347400,41.595,-111.6927,1,9.5,,"13km ESE of Hyrum, Utah"
551,ak,10825782,1382028321000,54.7506,-164.1207,2.1,3.8,12,"46km WSW of False Pass, Alaska"
552,nm,101713c,1382028073100,36.5428,-89.6172,1.3,6.9,11,"5km S of Lilbourn, Missouri"
553,ak,10825772,1382027565000,60.1546,-151.0646,2.9,65.9,90,"33km N of Fritz Creek, Alaska"
554,uu,60041547,1382027294500,41.5815,-111.6387,1.1,15.5,,"18km ESE of Hyrum, Utah"
555,uu,60041537,1382026759900,41.6033,-111.6838,3.6,11.4,,"14km ESE of Hyrum, Utah"
556,ak,10825766,1382026317000,65.8152,-149.363,2,7.5,28,"108km NNE of Manley Hot Springs, Alaska"
557,ci,11379802,1382025086500,34.6112,-116.6463,1.2,10.6,10,"34km ENE of Lucerne Valley, California"
558,ak,10825762,1382025020000,51.4432,-174.8079,3.4,13.8,14,"93km SSW of Atka, Alaska"
559,nc,72089531,1382024460700,40.7127,-122.4883,2.7,22.4,,"10km WNW of Shasta Lake, California"
560,nc,72089521,1382024089100,39.5772,-122.5028,1.9,5,,"27km WNW of Willows, California"
561,nc,72089526,1382024080000,37.4743,-120.4752,2.3,9.3,,"15km NE of Winton, California"
562,us,b000kfk9,1382023740700,-6.4986,154.8574,4.9,63.27,,"72km WSW of Panguna, Papua New Guinea"
563,uu,60041527,1382023642900,38.9562,-111.3993,1.6,1.5,,"27km WSW of Ferron, Utah"
564,ci,11379794,1382023563000,36.1378,-118.0612,1.4,0.7,12,"51km S of Lone Pine, California"
565,ak,10825751,1382022412000,60.5295,-147.3905,1.8,6.4,28,"75km ESE of Whittier, Alaska"
566,hv,60578296,1382022033300,19.3207,-155.1912,2.6,1.8,,"13km SSE of Volcano, Hawaii"
567,ci,11379778,1382020974400,32.9128,-116.274,1.1,5,20,"25km ENE of Pine Valley, California"
568,ak,10825745,1382020020000,61.5115,-140.6219,1.3,3.9,,"187km WNW of Haines Junction, Canada"
569,ci,11379770,1382019538500,32.9217,-115.5293,1.8,11.7,24,"6km S of Brawley, California"
570,hv,60578286,1382019528300,19.3675,-155.2747,2.5,31.6,,"8km SSW of Volcano, Hawaii"
571,ak,10825737,1382019506000,61.4426,-148.4129,1.6,32.3,,"34km ESE of Butte, Alaska"
572,ak,10825733,1382019305000,61.1294,-151.0326,1.6,61.1,,"50km NNE of Nikiski, Alaska"
573,ak,10826724,1382019073000,51.6294,-179.2591,2.4,83.9,9,"42km NNW of Amatignak Island, Alaska"
574,ak,10825731,1382018467000,59.9225,-139.7012,1.1,0,8,"41km N of Yakutat, Alaska"
575,nc,72089491,1382017510600,37.3892,-118.6773,3.1,13.2,,"21km W of West Bishop, California"
576,ak,10825723,1382016966000,59.9699,-139.5517,1.5,0,9,"48km NNE of Yakutat, Alaska"
577,nc,72089486,1382016820500,38.8023,-122.774,1.4,1,,"3km NNW of The Geysers, California"
578,nc,72089481,1382016674900,36.4967,-121.0717,1.5,4.5,,"24km ENE of Soledad, California"
579,nc,72089476,1382016435500,37.4985,-118.8418,1.2,7.4,,"20km SE of Mammoth Lakes, California"
580,uu,60041522,1382016298500,40.7232,-112.0137,1.4,6.7,,"3km NNW of West Valley City, Utah"
581,nc,72089471,1382016154200,38.8165,-122.8185,1.2,2.9,,"6km NW of The Geysers, California"
582,ak,10826721,1382015006000,57.8182,-155.2497,2.3,4.6,15,"81km WNW of Larsen Bay, Alaska"
583,nc,72089466,1382014884600,37.206,-121.6035,1.6,2.9,,"9km NNE of Morgan Hill, California"
584,nn,00426621,1382014000588,38.425,-118.7444,1.3,0.6338,9,"15km SW of Hawthorne, Nevada"
585,ci,11379746,1382013320200,34.2178,-118.191,1.7,2.3,45,"2km N of La Canada Flintridge, California"
586,nc,72089446,1382010484700,37.0132,-121.2103,1.4,2.9,,"24km NE of Hollister, California"
587,nc,72089436,1382009834600,37.7752,-122.6195,1.3,6.3,,"13km SSW of Tamalpais-Homestead Valley, California"
588,nc,72089431,1382008916400,38.7805,-122.7553,1.1,1.9,,"0km NNE of The Geysers, California"
589,us,b000kfhi,1382008392050,-10.8982,165.9252,5.4,62.8,,"22km SSE of Lata, Solomon Islands"
590,nc,72089426,1382007759100,35.591,-120.9593,1.4,4,,"11km ENE of Cambria, California"
591,ak,10825700,1382007404000,62.0441,-150.1788,1.2,8.8,,"21km SW of Y, Alaska"
592,nc,72089421,1382006636700,38.7857,-122.7633,1.1,1.6,,"1km NNW of The Geysers, California"
593,ak,10825696,1382006318000,63.2932,-151.2993,1.1,7.6,,"118km W of Cantwell, Alaska"
594,ak,10826718,1382005603000,52.3281,-175.4843,1.7,93.5,8,"88km W of Atka, Alaska"
595,ak,10825694,1382005471000,51.3155,-178.0731,2.1,21.5,12,"63km S of Tanaga Volcano, Alaska"
596,nc,72089401,1382004961000,38.8682,-122.81,1.6,1.6,,"9km NW of Cobb, California"
597,ak,10825687,1382003594000,63.0001,-149.5643,1.4,75.3,,"53km SW of Cantwell, Alaska"
598,ak,10825679,1382001528000,61.6356,-147.8122,1,30.7,12,"57km ESE of Sutton-Alpine, Alaska"
599,uw,60612372,1382001434600,45.1405,-122.6147,1.5,16.6,,"3km WSW of Molalla, Oregon"
600,ak,10826712,1382001002000,55.3149,-161.292,2.2,74.3,6,"50km W of Sand Point, Alaska"
601,ak,10825678,1382000647000,59.255,-137.2226,1.6,19.7,14,"101km W of Haines, Alaska"
602,nn,00426617,1382000618617,38.4108,-118.7362,1.12,0.6568,8,"15km SW of Hawthorne, Nevada"
603,ak,10826710,1382000081000,61.503,-140.5874,1.1,9.2,13,"185km WNW of Haines Junction, Canada"
604,ak,10825673,1382000032000,61.4821,-140.6489,1.7,1,,"185km NNE of Cape Yakataga, Alaska"
605,nm,101713b,1381999400300,36.5381,-89.6002,1.1,8.4,10,"6km SSE of Lilbourn, Missouri"
606,nm,101713a,1381999343100,36.5363,-89.5955,1.5,7.9,12,"6km SSE of Lilbourn, Missouri"
607,ak,10825668,1381997982000,63.3109,-151.1315,1.1,18.5,,"109km W of Cantwell, Alaska"
608,us,b000kfgf,1381997360900,12.0947,-88.5719,4.2,40.04,,"131km S of Puerto El Triunfo, El Salvador"
609,ci,11379698,1381997204800,36.1125,-117.693,1.3,1.6,12,"46km NW of Searles Valley, California"
610,nc,72089356,1381997060300,36.6678,-121.299,1.3,4.1,,"17km SSE of Ridgemark, California"
611,ak,10825664,1381996390000,61.6448,-149.5028,1.2,34.1,,"4km WNW of Tanaina, Alaska"
612,ak,10825661,1381995983000,61.503,-140.6207,1,6.6,13,"187km WNW of Haines Junction, Canada"
613,ak,10826703,1381995636000,65.7475,-151.4043,1.5,18.4,9,"71km NNE of Tanana, Alaska"
614,ak,10826702,1381995202000,60.1367,-147.8935,1.3,9.7,11,"83km E of Bear Creek, Alaska"
615,ak,10825660,1381994902000,60.0346,-139.624,1.1,0,7,"54km N of Yakutat, Alaska"
616,ak,10825657,1381994636000,61.5104,-140.669,1.5,0.9,,"187km NNE of Cape Yakataga, Alaska"
617,ak,10826699,1381994331000,66.7659,-147.3962,1.4,12.8,10,"96km WNW of Fort Yukon, Alaska"
618,ak,10825655,1381994310000,51.3555,-174.5611,1.8,9.4,7,"96km SSW of Atka, Alaska"
619,nn,00426612,1381993672361,38.6371,-115.5517,1.73,0,11,"13km SSW of Currant, Nevada"
620,uu,60041512,1381991676800,38.5278,-111.7847,1.5,12.8,,"18km NW of Loa, Utah"
621,ak,10826695,1381991642000,59.8924,-149.242,1.5,16.9,10,"26km SSE of Seward, Alaska"
622,hv,60578176,1381991626600,19.3173,-155.1155,2.4,8.2,,"17km SE of Volcano, Hawaii"
623,ak,10826694,1381991595000,62.6739,-151.348,1.3,92.8,13,"74km WNW of Talkeetna, Alaska"
624,us,b000kffw,1381991505150,-6.6663,154.8032,4.8,34.97,,"84km WSW of Panguna, Papua New Guinea"
625,uu,60041507,1381991500500,44.7603,-110.5862,1.6,4,,"38km NNE of Old Faithful Geyser, Wyoming"
626,ak,10825645,1381991178000,59.9227,-139.6092,1.6,0,11,"42km N of Yakutat, Alaska"
627,nc,72089296,1381991135600,38.779,-122.6508,1.2,10.6,,"4km NW of Middletown, California"
628,ci,11379602,1381990986100,33.1917,-115.615,1.6,1.3,42,"10km WSW of Niland, California"
629,ak,10826692,1381990940000,60.8986,-147.0945,1.3,21.5,17,"47km WSW of Valdez, Alaska"
630,pr,13290002,1381990605200,18.6289,-64.9951,2.2,14,3,"32km NNW of Charlotte Amalie, U.S. Virgin Islands"
631,ak,10825638,1381989054000,61.064,-148.3691,1.1,0,,"36km NNE of Whittier, Alaska"
632,uu,60041502,1381988911000,44.7702,-110.5892,2,3.3,,"39km NNE of Old Faithful Geyser, Wyoming"
633,us,b000kfg7,1381988764370,10.004,124.107,4.7,20.22,,"5km SE of Inabanga, Philippines"
634,ak,10826690,1381986854000,51.5163,-176.093,1.8,23.8,12,"56km SE of Adak, Alaska"
635,ak,10825627,1381984581000,61.9128,-150.9802,1.7,10.8,,"52km WNW of Willow, Alaska"
636,ak,10825623,1381984076000,63.2911,-151.3182,1.6,9.5,,"119km W of Cantwell, Alaska"
637,nc,72089246,1381983813400,36.4637,-121.042,2,6,,"24km NE of Greenfield, California"
638,ak,10825614,1381982860000,59.94,-139.7006,1,0,,"43km N of Yakutat, Alaska"
639,ci,11379594,1381982831700,37.0285,-117.5048,1.5,5.1,9,"66km W of Beatty, Nevada"
640,pr,13290001,1381982175400,17.9545,-66.896,1.6,17,8,"2km SSE of Guanica, Puerto Rico"
641,ak,10825612,1381982174000,59.1928,-136.2747,1.7,6.3,,"47km W of Haines, Alaska"
642,ak,10825609,1381981526000,63.3704,-145.6698,1.2,8.5,,"60km SSW of Deltana, Alaska"
643,ci,11379578,1381981248900,33.7957,-117.6367,1.1,3.6,24,"10km SW of Corona, California"
644,ak,10825608,1381981246000,59.9567,-153.2321,2.1,123.6,,"64km SSW of Redoubt Volcano, Alaska"
645,uu,60041487,1381980336000,38.9593,-111.4055,1.7,1.6,,"27km WSW of Ferron, Utah"
646,ak,10826683,1381980149000,54.3273,-161.4851,2.7,36.2,,"124km SE of Cold Bay, Alaska"
647,nn,00426598,1381979825027,38.4187,-118.7618,2.09,0,33,"16km SW of Hawthorne, Nevada"
648,ak,10825604,1381978964000,61.2425,-150.9406,1.5,69,,"55km W of Anchorage, Alaska"
649,nn,00426597,1381978695154,38.4145,-118.7465,1.11,3.5388,14,"16km SW of Hawthorne, Nevada"
650,ci,11379570,1381978460600,33.1933,-115.6098,1.3,1.1,31,"9km WSW of Niland, California"
651,hv,60578056,1381978076000,19.3713,-155.2327,2.5,31,,"6km S of Volcano, Hawaii"
652,nn,00426596,1381977898800,39.0933,-119.0619,1.23,8,16,"14km NE of Yerington, Nevada"
653,ak,10826681,1381977369000,55.1285,-160.7377,2.6,67.5,,"27km SSW of Sand Point, Alaska"
654,ci,11379562,1381977030400,34.0565,-116.736,1,12.5,25,"14km W of Morongo Valley, California"
655,uu,60041482,1381976178900,41.5093,-111.7033,2.4,9.8,,"18km SE of Hyrum, Utah"
656,nn,00426600,1381976163480,38.4149,-118.7438,2.57,2.2552,14,"16km SW of Hawthorne, Nevada"
657,nn,00426593,1381976153506,38.4227,-118.7432,2.63,4.5731,18,"15km SW of Hawthorne, Nevada"
658,hv,60578021,1381975825200,19.366,-155.2338,1.5,29.8,,"7km S of Volcano, Hawaii"
659,nc,72089186,1381975676300,35.557,-120.8633,1.2,12.2,,"12km NNE of Cayucos, California"
660,ak,10825590,1381975379000,61.9845,-148.836,1.8,4.6,,"20km N of Sutton-Alpine, Alaska"
661,ci,11379546,1381974854000,35.8917,-119.5648,1.6,19.1,11,"7km W of Alpaugh, California"
662,nc,72089171,1381973803500,37.3895,-118.6763,2.6,13.2,,"20km W of West Bishop, California"
663,nc,72089156,1381973643600,37.3912,-118.6767,2.2,12.9,,"21km W of West Bishop, California"
664,uu,60041477,1381973194600,38.9567,-111.4128,1.6,7.9,,"28km WSW of Ferron, Utah"
665,uu,60041472,1381972076200,40.7015,-111.4555,1.1,10.4,,"7km NNE of Park City, Utah"
666,ak,10825574,1381971811000,61.8913,-149.2923,1.1,9.5,,"16km N of Fishhook, Alaska"
667,nc,72089136,1381971225800,36.6218,-121.1612,2.7,8,,"24km SE of Ridgemark, California"
668,ak,10825564,1381970905000,63.241,-151.4626,1.6,9.2,,"123km NNW of Talkeetna, Alaska"
669,nn,00426587,1381970849741,39.078,-119.0515,1.42,6.2499,14,"14km NE of Yerington, Nevada"
670,nn,00426586,1381970418297,38.8433,-117.8951,2.52,5.8712,10,"3km SE of Gabbs, Nevada"
671,pr,13290000,1381970012700,18.8687,-68.8414,3.4,108,12,"23km ENE of Santa Cruz de El Seibo, Dominican Republic"
672,nc,72089116,1381969466600,38.8098,-122.8175,1.1,2.4,,"6km NW of The Geysers, California"
673,hv,60577856,1381969428100,18.9543,-154.9663,2,16.7,,"57km S of Leilani Estates, Hawaii"
674,ak,10825555,1381969351000,63.1146,-151.5506,1.8,15.3,,"114km NW of Talkeetna, Alaska"
675,ci,11379442,1381968740500,34.052,-116.9688,1,14,33,"7km ENE of Yucaipa, California"
676,ak,10825542,1381967881000,63.1114,-150.3955,2.4,106.5,56,"79km WSW of Cantwell, Alaska"
677,ak,10825544,1381967390000,60.798,-141.0249,1.6,62.9,7,"112km NE of Cape Yakataga, Alaska"
678,ak,10825537,1381967298000,60.7012,-143.0911,1.4,17,23,"79km NNW of Cape Yakataga, Alaska"
679,us,b000kfbv,1381966653100,9.7624,123.8588,5.3,35.22,,"2km NE of Maribojoc, Philippines"
680,ak,10825533,1381964850000,64.9923,-147.3549,1.2,0,11,"23km NNE of Badger, Alaska"
681,uu,60041462,1381964811500,38.961,-111.4072,1.7,1.7,,"27km WSW of Ferron, Utah"
682,ak,10825525,1381962174000,51.5691,-176.1415,2.4,42.1,15,"49km SE of Adak, Alaska"
683,ak,10825579,1381961987000,64.2784,-137.0377,2.7,25.2,21,"94km NW of Mayo, Canada"
684,us,b000kfad,1381961953500,9.9535,124.0062,4.9,22.35,,"2km WSW of Clarin, Philippines"
685,ci,11379402,1381961705400,36.0733,-117.5182,1.3,5.8,16,"35km NNW of Searles Valley, California"
686,nc,72089056,1381961477200,37.6663,-122.4917,2,4.5,,"2km SSW of Broadmoor, California"
687,ak,10826206,1381960504000,52.6409,-169.4569,2.1,5.1,6,"51km SW of Nikolski, Alaska"
688,ci,11379394,1381960340600,33.1318,-115.5975,1.4,5,28,"7km W of Calipatria, California"
689,ak,10825511,1381959523000,58.9741,-150.9665,2.4,47.1,46,"81km SSE of Homer, Alaska"
690,ci,11379386,1381959462500,36.0703,-117.5103,1.2,6.5,13,"34km NNW of Searles Valley, California"
691,ak,10825508,1381959023000,63.3201,-150.9374,1,7.3,13,"99km W of Cantwell, Alaska"
692,pr,13289005,1381958754300,18.8757,-67.444,2.9,6,19,"55km NW of San Antonio, Puerto Rico"
693,nc,72089026,1381958164400,36.0422,-120.6208,1.8,1.5,,"25km WSW of Coalinga, California"
694,nc,72089016,1381957763200,36.763,-121.5912,1.4,1,,"7km ESE of Prunedale, California"
695,nc,72089011,1381957419600,36.7335,-121.6077,1.5,0,,"7km SE of Prunedale, California"
696,hv,60577776,1381956573100,19.2882,-155.2135,2.4,9.8,,"15km S of Volcano, Hawaii"
697,nc,72088991,1381956342800,38.8362,-122.8037,1.2,2.7,,"7km WNW of Cobb, California"
698,hv,60577771,1381955934600,19.3743,-155.2372,1.5,29.9,,"6km S of Volcano, Hawaii"
699,ak,10825413,1381955439000,51.8757,-173.5476,3,16.9,19,"57km SE of Atka, Alaska"
700,ak,10826199,1381954776000,62.2947,-151.1574,1.3,82.1,18,"54km W of Talkeetna, Alaska"
701,ci,11379378,1381953622700,33.8612,-117.5025,1.4,0,21,1km N of Quarry at CORONA
702,uu,60041447,1381953286900,38.9583,-111.3975,1.3,1.6,,"27km WSW of Ferron, Utah"
703,ak,10825404,1381952420000,64.5414,-147.1479,1.6,2.4,23,"11km W of Salcha, Alaska"
704,nc,72088946,1381952365600,38.8093,-122.792,1.6,3.2,,"4km NW of The Geysers, California"
705,uu,60041437,1381952297000,38.9587,-111.3958,1,3.2,,"27km WSW of Ferron, Utah"
706,ci,11379370,1381951793700,35.0787,-118.4202,1.8,9.7,35,"6km SSE of Tehachapi, California"
707,nc,72088931,1381951488000,38.808,-122.8132,1.3,2.5,,"5km NW of The Geysers, California"
708,ci,11379362,1381951153900,32.138,-117.4388,2.3,10,11,"43km WSW of Rosarito, Mexico"
709,uu,60041417,1381950962400,40.4338,-111.4687,1,8.5,,"8km S of Midway, Utah"
710,ak,10825385,1381950036000,63.5092,-147.3145,1.6,0.1,28,"82km E of Cantwell, Alaska"
711,nc,72088901,1381949646600,38.79,-122.765,1.8,2,,"1km NNW of The Geysers, California"
712,ak,10825378,1381949398000,59.986,-140.0368,1.1,0,4,"51km NNW of Yakutat, Alaska"
713,nc,72088891,1381949354000,38.8347,-122.7852,1.2,2.4,,"5km WNW of Cobb, California"
714,nc,72088886,1381948793200,37.3898,-118.677,1.8,13.3,,"19km W of West Bishop, California"
715,ci,11379354,1381948778100,35.0472,-118.3235,1.2,0,22,0km SW of Quarry at MOJAVE
716,ak,10825369,1381948775000,63.4644,-146.4801,1.3,15.5,18,"73km SSW of Delta Junction, Alaska"
717,uu,60041407,1381948771400,38.9643,-111.4052,1,5.6,,"27km WSW of Ferron, Utah"
718,ak,10825366,1381948684000,61.5048,-140.5932,1,8.2,11,"186km WNW of Haines Junction, Canada"
719,nn,00426568,1381948642831,37.4045,-117.0618,1.37,16,9,"37km SSE of Goldfield, Nevada"
720,uu,60041397,1381948270600,38.9595,-111.4057,2.1,2.3,,"27km WSW of Ferron, Utah"
721,uu,60041392,1381948080300,38.959,-111.397,1.5,1.4,,"27km WSW of Ferron, Utah"
722,ak,10825346,1381946643000,61.5549,-152.0028,1.2,5.1,12,"103km NNW of Nikiski, Alaska"
723,mb,13556084,1381945967900,45.3301,-112.6241,1,12.1,6,"12km N of Dillon, Montana"
724,ci,11379322,1381945484400,34.1615,-117.6258,1.4,10.1,28,"2km ENE of San Antonio Heights, California"
725,ak,10825325,1381945354000,61.4232,-146.9912,1.7,4.6,39,"47km NW of Valdez, Alaska"
726,ci,11379314,1381945266000,33.4877,-116.4488,1.1,8.8,33,"22km ESE of Anza, California"
727,nc,72088856,1381944898500,37.5945,-118.8142,1.6,10,,"15km SE of Mammoth Lakes, California"
728,ak,10826192,1381943930000,51.3576,-174.3777,1.8,14,8,"94km S of Atka, Alaska"
729,ci,37161781,1381942884500,34.6318,-117.1143,1.3,0,11,0km ENE of Quarry at VICTORVILLE
730,ci,11379266,1381942878900,33.872,-117.7312,1.4,5.7,28,"7km ESE of Yorba Linda, California"
731,ak,10825298,1381942655000,59.9539,-139.5137,1.5,0,11,"46km NNE of Yakutat, Alaska"
732,ak,10826190,1381942097000,59.2776,-151.9244,1.8,69.6,26,"45km SSW of Homer, Alaska"
733,ak,10825292,1381941952000,60.185,-141.3224,1.6,0,20,"63km ENE of Cape Yakataga, Alaska"
734,hv,60577701,1381941738600,19.2308,-155.4222,2.2,35.6,,"6km ENE of Pahala, Hawaii"
735,us,b000keuu,1381941714930,-1.8932,118.9632,4.7,14.5,,"33km NW of Babana, Indonesia"
736,ak,10825285,1381941648000,61.5237,-140.6225,2.1,15.3,24,"188km WNW of Haines Junction, Canada"
737,ak,10825280,1381941003000,64.4085,-148.4303,1.1,9.7,16,"37km ESE of North Nenana, Alaska"
738,us,b000keun,1381940918610,-21.1497,-68.4484,4.3,139.72,,"154km NNE of Calama, Chile"
739,us,b000ketz,1381940089760,39.4917,139.345,4.4,59.62,,"69km WSW of Akita-shi, Japan"
740,ak,10825279,1381939950000,62.4346,-150.047,1,12.1,13,"12km NNE of Talkeetna, Alaska"
741,ak,10825270,1381938677000,61.5029,-140.6389,2.3,3.3,27,"187km NNE of Cape Yakataga, Alaska"
742,ak,10825263,1381938194000,51.4134,-174.4894,3.4,5.4,16,"89km SSW of Atka, Alaska"
743,ak,10825252,1381937704000,60.8337,-152.0975,2.7,112.6,71,"46km WNW of Nikiski, Alaska"
744,us,b000kesc,1381937565650,9.5789,123.717,4.9,20.55,,"1km SW of Duljo, Philippines"
745,ak,10825244,1381937239000,58.6851,-141.9588,3.4,10,68,"156km S of Cape Yakataga, Alaska"
746,us,b000keru,1381936107770,9.6423,123.6263,5.2,20.33,,"12km WNW of Duljo, Philippines"
747,us,b000kesk,1381935540570,-23.4779,-175.6496,4.9,10,,"248km SSW of `Ohonua, Tonga"
748,ak,10825235,1381935296000,63.8053,-149.4723,1.1,121.7,,"25km WSW of Healy, Alaska"
749,ci,11379218,1381935114600,34.0218,-117.1763,1,3.2,20,"3km S of Redlands, California"
750,ak,10825221,1381934877000,60.3607,-141.2559,1.1,14.3,,"72km ENE of Cape Yakataga, Alaska"
751,ak,10825219,1381933612000,59.7897,-139.899,1.6,0,9,"28km NNW of Yakutat, Alaska"
752,nc,72088761,1381931770700,38.8203,-122.7638,1,2.6,,"3km W of Cobb, California"
753,ak,10825207,1381931219000,64.0239,-147.0404,1.4,7.1,,"56km S of Salcha, Alaska"
754,ci,11379194,1381931022000,33.6787,-116.7152,2.9,17.1,94,"6km S of Idyllwild, California"
755,ak,10826173,1381930981000,60.439,-151.8508,1.5,73.1,25,"30km W of Kalifornsky, Alaska"
756,ci,11379186,1381930963300,33.6828,-116.7115,1.3,17.4,41,"6km S of Idyllwild-Pine Cove, California"
757,us,b000keq6,1381930629350,32.5272,-96.9032,2.4,5,,"1km W of Ovilla, Texas"
758,nn,00426540,1381930235928,39.081,-119.0503,1.16,5.0325,13,"14km NE of Yerington, Nevada"
759,nc,72088751,1381929413400,37.798,-122.1997,1,9.5,,"4km SE of Piedmont, California"
760,us,b000kepr,1381927616550,-6.402,154.9639,5.3,66.59,,"58km W of Panguna, Papua New Guinea"
761,nc,72088741,1381927133900,38.8042,-122.7915,1.4,0.9,,"4km NW of The Geysers, California"
762,ak,10826172,1381925632000,59.5638,-153.2374,2,102.8,23,"82km WSW of Anchor Point, Alaska"
763,nn,00426535,1381924867817,37.0863,-117.3674,1.36,2.6496,14,"57km WNW of Beatty, Nevada"
764,nc,72088731,1381924753500,37.4435,-118.3752,1.2,10.5,,"7km NNE of Dixon Lane-Meadow Creek, California"
765,ak,10826171,1381923906000,61.5593,-151.2801,1.6,67.9,25,"69km WSW of Willow, Alaska"
766,ak,10825186,1381923355000,64.7535,-148.93,1.9,15.6,,"21km NNE of North Nenana, Alaska"
767,ak,10825182,1381922038000,63.9256,-148.8799,1.5,0,,"8km NNE of Healy, Alaska"
768,nc,72088711,1381921910800,38.7797,-122.7568,1.2,1.8,,"0km N of The Geysers, California"
769,nc,72088701,1381921231400,37.4603,-118.7477,2.2,5.8,,"28km SE of Mammoth Lakes, California"
770,pr,13289004,1381920406900,18.002,-67.216,2.3,40,11,"4km NW of Pole Ojea, Puerto Rico"
771,nm,101613a,1381919484000,36.5354,-89.6027,1.3,8.5,8,"6km S of Lilbourn, Missouri"
772,us,b000kemb,1381919460930,-6.4873,154.928,6.8,54.06,,"64km WSW of Panguna, Papua New Guinea"
773,us,b000kem8,1381919088330,0.6788,-78.1611,4.5,8.65,,"26km WNW of El Angel, Ecuador"
774,ci,11379130,1381918855200,35.9868,-117.9157,1.2,4.3,25,"38km NNW of Inyokern, California"
775,ci,11379122,1381918628200,33.0383,-116.4208,1.3,8.5,39,"17km ESE of Julian, California"
776,nc,72088666,1381918561800,36.6402,-121.2653,1.5,6.3,,"21km NE of Gonzales, California"
777,nc,72088656,1381918494100,38.8083,-122.8197,1.4,3.4,,"6km WNW of The Geysers, California"
778,hv,60577561,1381917692300,19.3705,-155.2348,1.5,31.2,,"6km S of Volcano, Hawaii"
779,us,b000kely,1381917416180,9.9575,124.1094,5,19.73,,"2km NE of Canmaya Diot, Philippines"
780,ak,10825150,1381917274000,59.7393,-151.9984,1.9,59.2,36,"10km WSW of Anchor Point, Alaska"
781,nc,72088646,1381917028800,36.6432,-121.2633,2.2,6.9,,"20km SSE of Ridgemark, California"
782,ak,10826167,1381916816000,63.3116,-151.0077,1,10.5,13,"103km W of Cantwell, Alaska"
783,ak,10826166,1381916428000,63.3781,-149.826,1.1,110.7,11,"43km W of Cantwell, Alaska"
784,uu,60041352,1381916262300,44.785,-110.571,1.6,2.8,,"41km NNE of Old Faithful Geyser, Wyoming"
785,ak,10826165,1381916256000,62.0673,-152.1822,1.6,114.2,19,"111km WSW of Talkeetna, Alaska"
786,nn,00426530,1381916195936,36.3257,-114.4817,1.68,0,5,"26km S of Old Overton (historical), Nevada"
787,ak,10825142,1381916126000,60.1717,-141.3923,1.4,0,14,"58km ENE of Cape Yakataga, Alaska"
788,hv,60577541,1381915553600,19.2965,-155.3837,1.7,3.8,,"14km NE of Pahala, Hawaii"
789,nc,72088631,1381913741300,38.1145,-122.4193,1.6,13.5,,"8km E of Black Point-Green Point, California"
790,hv,60577521,1381913522800,19.3763,-155.2332,1.8,32.5,,"6km S of Volcano, Hawaii"
791,us,b000kel7,1381913375140,35.0964,49.7677,4.8,9.98,,"50km NNW of Tafresh, Iran"
792,ci,11379098,1381913338900,33.4052,-116.3355,1.2,15.2,31,"16km NNE of Borrego Springs, California"
793,ak,10826163,1381912094000,63.4619,-144.7544,1.3,8.5,10,"51km SSE of Deltana, Alaska"
794,ci,11379074,1381911983600,33.9133,-116.3475,1.4,4.3,50,"2km N of Sky Valley, California"
795,nc,72088621,1381911863600,37.4948,-118.7338,1.2,9,,"27km SE of Mammoth Lakes, California"
796,ak,10826162,1381911608000,51.7918,-173.7075,1.8,15.6,9,"56km SE of Atka, Alaska"
797,ak,10826161,1381911130000,51.9016,-176.0884,2.1,126.9,15,"39km E of Adak, Alaska"
